InchiKey,smiles,logD,fold
CVQYZFUNNHTNRA-UHFFFAOYSA-N,Cc1ccc(-c2c(C)c(CNC3CCCC3)nn2-c2ncccc2C(F)(F)F)cn1,1.9,10
CVSZEQAPNUBXIH-UHFFFAOYSA-N,CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2cc(C(F)(F)F)cnc21,3.2,7
CVULCVVIQYHGSW-UHFFFAOYSA-N,C[C@H]1CN(c2nc(N3CCOCC3)c3ccc(Nc4ccccc4)nc3n2)C[C@@H](C)O1,4.12,9
CWFNNQMBLVACQD-UHFFFAOYSA-N,CNC(=O)c1ccc(Oc2ccc(C#C[C@]3(O)CN4CCC3CC4)cc2)cc1,1.99,1
CWHUFRVAEUJCEF-UHFFFAOYSA-N,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,2.7,5
CWIATWAMZSVNNY-UHFFFAOYSA-N,CN1C(=O)CC(C)(CCc2cccc(-c3ccccc3)c2)N=C1N,2.03,3
CWKMPZOEUOYQAU-UHFFFAOYSA-N,CCc1c(C)nc2sc(C(N)=O)c(N)c2c1C,2.62,1
CWLLUDXYCUOEOA-UHFFFAOYSA-N,Oc1cc(O)cc(/C=C/C23CC(O)(C2)C3)c1,1.9,10
CWLOTRFEEPFEKP-UHFFFAOYSA-N,Cc1cnc(NC(=O)[C@H](CN2CC(O)C2)Oc2ncnc3c2cnn3-c2c(Cl)cccc2Cl)cn1,2.3,1
CWPASLOMOQBICF-UHFFFAOYSA-N,C[C@@H](C(=O)NCCN1CCCC1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,1.64,2
CWPKTBMRVATCBL-UHFFFAOYSA-N,Cc1ccccc1CN1CCC(N2CCC(n3c(=O)[nH]c4ccccc43)CC2)CC1,2.68,9
CWRTWFWDDAJOMG-UHFFFAOYSA-N,N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1,3.6,10
CWTNGAPXMSGUOV-UHFFFAOYSA-N,COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,0.816666667,7
CWVVEXBUSGZVAJ-UHFFFAOYSA-N,CN1CCC(Nc2ccc3ncc(-c4cnn(-c5ccccc5F)c4)n3n2)CC1,3.4,6
CWXOTCCLEKNUJY-UHFFFAOYSA-N,Cc1cc(F)ccc1OC1CCN(CC2CCN([C@@H](Cc3ccc(F)cc3)C(=O)O)CC2)CC1,1.81,6
CXAGHAZMQSCAKJ-UHFFFAOYSA-N,CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,1.16,5
CXGKUNMNNORRAM-UHFFFAOYSA-N,Cc1nn(C)c(Oc2cccnc2)c1C(=O)N1CCCCC1c1cccnc1,1.4,7
CXOFVDLJLONNDW-UHFFFAOYSA-N,O=C1N=C(O)NC1(c1ccccc1)c1ccccc1,2.41,10
CXXCKESOBLFJAE-UHFFFAOYSA-N,COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,4.26,5
CXXIUJZSLPZZIM-UHFFFAOYSA-N,O=C(O)C(=O)Nc1ccc(C#Cc2ccc(C(F)(F)F)cc2Cl)cc1,1.84,9
CXYAINZZOIQMET-UHFFFAOYSA-N,CC(C)Cn1c(=O)n(C)c(=O)c2c(C(=O)N3CC[C@@H](O)C3)c(Cc3cncc4ccccc34)sc21,1.74,9
CYAXTHULEFHIMG-UHFFFAOYSA-N,Cc1c(Cl)ccc(OC2CCN(C3CCN(C(=O)NS(=O)(=O)c4ccc(N(C)C)cc4)CC3)CC2)c1Cl,2,7
CYHLHUZPQKUJRA-UHFFFAOYSA-N,NC(=O)COc1ccc(OCCNCC(O)COc2ccccc2)cc1,0.63,7
CYIRKLFDCHLBJQ-UHFFFAOYSA-N,COc1cc(N2CC[C@@H](N(C)C)C2)c2[nH]c(C(=O)Nc3ccc(N4CCOCC4)cc3)cc(=O)c2c1,2.7,9
CYKDIFJDBMRWNV-UHFFFAOYSA-N,O=c1oc2ccc(O)cc2cc1-c1ccccc1,3.12,1
CYLYVXPHAQLXFG-UHFFFAOYSA-N,CC(=O)Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.24,9
CYNARAWTVHQHDI-UHFFFAOYSA-N,Nc1nc(N)c2nc(CO)cnc2n1,-0.45,6
CYPJCGXWLXXEHL-UHFFFAOYSA-N,O=C1Nc2ccccc2C1(O)c1ccccc1,1.71,4
CYWIRZGTWFPTMH-UHFFFAOYSA-N,Cc1cc(C)nc(SCC(N)=O)n1,0.23,4
CYXKNKQEMFBLER-UHFFFAOYSA-N,C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1,3.02,8
CZAGTVFDMNEGGN-UHFFFAOYSA-N,COc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,2.92,6
CZCROGVITASFKE-UHFFFAOYSA-N,CC(C)Oc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)nc(OC(CO)CO)c2Cl)n[nH]1,2.77,9
CZEDAPGUDUPBHW-UHFFFAOYSA-N,Cc1cc(CN2CCN(C(C)C)CC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,1.44,10
CZFHBZFDFYPOFD-UHFFFAOYSA-N,CN(C)[C@H]1CC[C@H](N(C)c2ncnc3[nH]cc(C4CCOCC4)c23)CC1,0.6,8
CZGVOIWXXFYRBK-UHFFFAOYSA-N,CCNC(=O)c1ccc(Nc2nccc(N3C[C@@H]4C[C@H]3CN4C(=O)C3CC3)n2)cc1,1.96,5
CZGWWIUWNQGMMH-UHFFFAOYSA-N,CCn1cc(CN2CCn3c(ccc(-n4cnc(C)c4)c3=O)C2=O)c2nc(C(F)(F)F)ccc21,2.9,4
CZKOZZRYDBLSRF-UHFFFAOYSA-N,Cc1nn(C)cc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2C(=O)N(C)C)c1,2.1,4
CZOLYIGPNKZOTG-UHFFFAOYSA-N,O=C(NCC12CC3CC(CC(C3)C1)C2)c1c(Cl)ccc2nc(N3CCC[C@H](NCCc4nnn[nH]4)C3)ccc12,3.08,1
CZQHHVNHHHRRDU-UHFFFAOYSA-N,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,2.9,4
CZRGSUVBZMHYLX-UHFFFAOYSA-N,COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,3.52,7
DABLIZSFXIIDKD-UHFFFAOYSA-N,OCCO[C@H]1C[C@@H](n2nnc3c(N[C@@H]4C[C@H]4c4ccc(F)c(F)c4)nc(SCCC(F)(F)F)nc32)[C@H](O)[C@@H]1O,4.17,3
DAENOLUGFUWJQG-UHFFFAOYSA-N,C[C@@H]1Cc2c(ccc3[nH]ncc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,2.6,9
DAQNJIAUGLWOSD-UHFFFAOYSA-N,CCNC(=O)c1cc2c(-n3ccc(C(F)(F)F)n3)c(-c3cncc(-c4n[nH]c(=O)o4)c3)cnc2[nH]1,1.65,2
DATNOZAQAIEORG-UHFFFAOYSA-N,c1ccc(N2CC3COc4ccccc4C3=N2)cc1,4.28,7
DAZSWUUAFHBCGE-UHFFFAOYSA-N,CC(C)[C@H](NC(=O)CCc1ccccc1)C(=O)N1CCCC1,2.49,6
DBABZHXKTCFAPX-UHFFFAOYSA-N,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,0.03,8
DBAZGMHROHLDRP-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(c2ncc(OCc3ccc(S(C)(=O)=O)cc3)cn2)CC1,2.8,1
DBCKRBGYGMVSTI-UHFFFAOYSA-N,O=S(=O)(CCCOCCc1ccccc1)CCNCCc1ccc(O)c2nc(O)sc12,2.61,5
DBDUMMKYYKJJID-UHFFFAOYSA-N,COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,3.78,3
DBEQXNURMUQEER-UHFFFAOYSA-N,CS(=O)(=O)C1(c2cc(N3CCOCC3)nc(-c3ccccc3)n2)CC1,2.6,3
DBLNBPCYGIJYNH-UHFFFAOYSA-N,COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,1.4,3
DBMFNEZMJWKKPU-UHFFFAOYSA-N,O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,3.245,4
DBPGHZGPUBWOQS-UHFFFAOYSA-N,CS(=O)(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,2.7,5
DBVAIWWZAHIRPF-UHFFFAOYSA-N,CCCN(C)c1nc(N2CCC[C@@H](CC(=O)O)C2)ccc1C(=O)NC1CCCCC1,2.29,6
DCCOBTUXCVVDMN-UHFFFAOYSA-N,CC(=O)c1noc(C)c1C(=O)Nc1nccs1,1.94,9
DCIRCIXQOQYKRB-UHFFFAOYSA-N,COCC(COC)n1cc(Br)nc(Nc2cc(C)c(OC)cc2C)c1=O,3.8,9
DCJCZUWKBXOAOI-UHFFFAOYSA-N,COc1cc(O)c2c(c1C)C(=O)OCC(=O)NCC(=O)N[C@H](c1nc(C)no1)CSC2,1.05,6
DCKPCHMCUFLQER-UHFFFAOYSA-N,Cc1[nH]c(C(=O)NC2CCN(c3ncc(C(=O)O)s3)CC2)c(Cl)c1Cl,0.02,3
DCLJCEMLLBKMNJ-UHFFFAOYSA-N,CN1CCN(c2cc(F)cc3c(=O)cc(C(=O)Nc4ccc(N5CCOCC5)cc4)[nH]c23)CC1,2.7,2
DCNOQGYKKZAOHZ-UHFFFAOYSA-N,CC1(C)C(=O)N(c2ccc(F)cc2)[C@H]1c1ccc(F)cc1,4.1,9
DCOKRGDBOMKVGP-UHFFFAOYSA-N,c1cc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,1.7,5
DCOPUUMXTXDBNB-UHFFFAOYSA-N,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0.955,7
DCPIUFZZSDRFTC-UHFFFAOYSA-N,O=C(O)C(c1ccccc1)N1CCO[C@@H](CN2CCC(Oc3ccc(Cl)c(Cl)c3)CC2)C1,1.71,2
DCQUEYKYABNNDA-UHFFFAOYSA-N,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,1.92,1
DCROUMFSOORFPU-UHFFFAOYSA-N,COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,3.38,4
DCRSPOGUAKBGJJ-UHFFFAOYSA-N,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc21,3.6,6
DCRZYADKQRHHSF-UHFFFAOYSA-N,COc1ccc(OC)c(CN(C(C)=O)c2cc(F)ccc2Oc2ccccc2)c1,3.65,1
DCSHSAZUNMHCER-UHFFFAOYSA-N,COC(=O)N1CCN([C@H]2CC[C@H](Nc3nc(Nc4cnn(C)c4)nc4ccc(C#N)cc34)CC2)CC1,3.2,5
DCSUBABJRXZOMT-UHFFFAOYSA-N,COc1cc(N)c(Cl)cc1C(=O)N[C@@H]1CCN(CCCOc2ccc(F)cc2)C[C@@H]1OC,3.56,4
DCWLWVQKMUBEHU-UHFFFAOYSA-N,NC1CCN(c2nccc(C(=O)NCC34CC5CC(CC(C5)C3)C4)c2Cl)CC1,1.19,5
DCXIUFCQYPGTGL-UHFFFAOYSA-N,CN(C)C(=O)[C@H](Cc1ccccc1)NC(=O)c1cc2ccsc2[nH]1,3.1,3
DCZNYNMIRSBGHQ-UHFFFAOYSA-N,N#Cc1ccc(-c2ccc(O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)cc2)cc1,1.4,2
DCZRFEDKJFMNBE-UHFFFAOYSA-N,Cc1[nH]c(C(=O)NC2CCN(c3cc(C(=O)O)cc(Cl)n3)CC2)c(Cl)c1Cl,1.74,7
DDBREPKUVSBGFI-UHFFFAOYSA-N,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.05,4
DDCFYPCDGMUSGV-UHFFFAOYSA-N,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)NCc2cccnc2)c1=O)C(=O)C(F)(F)F,2.84,2
DDFRKODWAPYUPJ-UHFFFAOYSA-N,CC(C)C(NC(=O)Cn1c(-c2ccc(F)cc2)ncc(NC(=O)OCc2ccccc2)c1=O)C(=O)C(F)(F)F,2.47,3
DDKGKOOLFLYZDL-UHFFFAOYSA-N,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)ccc12,1.88,5
DDLIGBOFAVUZHB-UHFFFAOYSA-N,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,3.4,9
DDLXCVVUOUQRRH-UHFFFAOYSA-N,COc1nc(C(=O)[C@@H]2C[C@H]2C(=O)O)ncc1N(CC1CC1)c1ccc(Cl)c2ccccc12,2.9,1
DDRLGEHQIRZJQA-UHFFFAOYSA-N,CC1CCN(C(=O)c2scc3c2OCCO3)CC1,2.26,3
DDSXGXPBOKBKAJ-UHFFFAOYSA-N,CC(=O)Nc1ccc2ccn(-c3cc(Nc4ccn(C)n4)n4ncc(C#N)c4n3)c2c1,3.57,8
DDUYSBSUKFREEK-UHFFFAOYSA-N,Cc1cc(O)nc(-n2nc(C)c(Oc3ccccc3O)c2C)n1,1.4,5
DDXUKRBTIMUEPW-UHFFFAOYSA-N,CN(C)CCc1ccn2c(-c3ccnc(N)n3)c(-c3ccc(F)cc3)nc2c1,1.9,10
DEBGOBSRAFGHMO-UHFFFAOYSA-N,COc1ccc(-c2cc(=O)[nH]c(=S)n2CCN)c(OC)c1,-0.17,4
DEFYZGCPPXOTTL-UHFFFAOYSA-N,COc1nc(C2=NN(c3ccc(C#N)c(C)c3)[C@@H](C3CCCC3)C2)ccc1C(=O)Nc1nnn[nH]1,3.2,8
DEGXQWCMHKXWLT-UHFFFAOYSA-N,COC[C@H](Oc1ncnc2c1cnn2-c1ncccc1Cl)C(=O)Nc1ccc(C)cn1,2.3,10
DERVNKULTWJINM-UHFFFAOYSA-N,COc1ccc(C(=O)NC(C)c2cnn(C)n2)cc1S(=O)(=O)Nc1ccc(Cl)cc1,2.65,7
DESZZYBCSWNYKL-UHFFFAOYSA-N,CCOc1ccccc1-c1ccc2c(c1)C(=O)C(=O)c1ccccc1-2,2.67,1
DEUNBWHGEZKYSJ-UHFFFAOYSA-N,COCC(COC)n1cc(Br)nc(Nc2c(C)cc(OCF)cc2C)c1=O,2.9,8
DEXYTZPQPIONHH-UHFFFAOYSA-N,CC1(C)SC(c2ccccc2O)=N[C@H]1C(=O)O,-0.34,9
DEYAMOQXCQLQFO-UHFFFAOYSA-N,CC1(C)SC(c2ccc(O)cc2O)=N[C@H]1C(=O)O,-0.91,10
DFBDRVGWBHBJNR-UHFFFAOYSA-N,C[C@@H]1Cc2c([nH]c3ccccc23)[C@@H](c2c(F)cc(/C=C/C(=O)O)cc2F)N1CC(C)(C)F,2.8,6
DFCUTNCAGIEUFG-UHFFFAOYSA-N,Cc1ncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)n1C(C)C,2.88,5
DFMBLEUYMIOQTO-UHFFFAOYSA-N,CC1C=C(c2ccnc(N3CCc4c(sc5c4CC(C)(C)C5)C3=O)c2CO)C=C(Nc2ccc(N3CCN(C4COC4)CC3)cc2)C1=O,3.3,10
DFPYCCVFXMWMJM-UHFFFAOYSA-N,Cn1sc(=O)c2cc(S(N)(=O)=O)ccc21,0.3,8
DFWBUMFMCGXLEW-UHFFFAOYSA-N,N#CC1(NC(=O)[C@@H]2CCCC[C@H]2C(=O)N2CCc3[nH]c4c(F)cccc4c3C2)CC1,3.03,6
DFWNKJQCTALOPW-UHFFFAOYSA-N,Nc1ncc(-c2cnn(C3CCOCC3)c2)cc1-c1nc2ccccc2o1,4,4
DFWSVWORWUYNBX-UHFFFAOYSA-N,CCC(CC)(NC(=O)c1ccc(N2CC(OC)C2)c(OCC2CC2)n1)C(=O)NC,3.18,10
DGBIGWXXNGSACT-UHFFFAOYSA-N,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,3.72,7
DGBRGNBZYYODJF-UHFFFAOYSA-N,CCNC12CCCCC1CCc1ccccc12,1.15,1
DGCLYNYHOHEOMB-UHFFFAOYSA-N,Fc1ccc(-c2cc([C@H]3C[C@H]4CC[C@H]3N4)cnc2Cl)cn1,0.68,4
DGENZVKCTGIDRZ-UHFFFAOYSA-N,O=C(O)CCc1ccc(NCc2cccc(Oc3ccccc3)c2)cc1,2.1,6
DGGCMRLNBJCGGO-UHFFFAOYSA-N,Cn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2ccccc21,3.75,3
DGGKRIGJIQRXQD-UHFFFAOYSA-N,CCCc1cc(C2=N[C@@H](C(=O)NO)CO2)cc(OC)c1OC,1.69,9
DGJDGJQCZWAUMC-UHFFFAOYSA-N,CCCSc1ncccc1C(=O)NC1CCCCC1,3.213333333,6
DGKDQGNOYZSJDK-UHFFFAOYSA-N,COc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,3.3,6
DGNCIOKJDPOOAI-UHFFFAOYSA-N,O=[N+]([O-])c1ccc(-n2cc(CCO[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)nn2)cc1,-0.3,4
DGOSBQFZHGXKLM-UHFFFAOYSA-N,Cc1ccc2nc(CCNCCCO)ccc2c1NC(=O)CC12CC3CC(CC(C3)C1)C2,1.18,7
DGQCODLOOZUGMQ-UHFFFAOYSA-N,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](NS(C)(=O)=O)CC4)nc3cc2Cl)CC1,2.5,5
DGYPJPWVSOMXMM-UHFFFAOYSA-N,C[C@H](Nc1c(C(N)=O)nnc2ccc(-c3ccc(OCCCN4CCCC4)nc3)cc12)c1ccn(C)n1,1.8,9
DGZDPMXIIKQRKT-UHFFFAOYSA-N,CC(=O)Nc1ccc2ccn(-c3cc(NC4COC4)n4ncc(C#N)c4n3)c2c1,2.24,9
DHBPLVKFFINGHK-UHFFFAOYSA-N,COC(=O)CC[C@H](NC(=O)c1c(C)[nH]c(/C=C2\\C(=O)Nc3ccc(C(=O)N[C@H](Cc4ccccc4)C(=O)O)cc32)c1C)C(=O)OC,-0.32,10
DHCOPPHTVOXDKU-UHFFFAOYSA-N,CCc1nn(C2CCCC2)c2c1CCn1c(-c3cccs3)nnc1-2,3.55,8
DHFTZUKKLBRROT-UHFFFAOYSA-N,COc1nc(N(CC(C)C)c2cc(C(F)(F)F)ccc2F)cnc1C(=O)[C@H]1C[C@@H]1C(=O)O,2,3
DHMMQCJCZXAHQH-UHFFFAOYSA-N,CC(=O)Nc1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,2.1,9
DHNKGZRZFTXMAC-UHFFFAOYSA-N,CSCCC(NC(=O)c1ccccc1)c1nc2ccccc2n1Cc1ccc(C#N)cc1,4.24,3
DHNPIZUCPDCRIA-UHFFFAOYSA-N,COc1ncnc(Cn2cc(-c3cnn(C(F)F)c3)c3ncc(C)cc32)c1C,3.3,10
DHNYYLLBXSIDFH-UHFFFAOYSA-N,C[C@H]1CN(c2nc(N3CCOC[C@@H]3C)c3ccc(-c4ccccc4)nc3n2)C[C@@H](C)O1,3.75,10
DHUYSCZOCPUTOF-UHFFFAOYSA-N,C#CC(C)(C)NC(=O)c1sccc1Oc1ccc(F)cc1[N+](=O)[O-],3,3
DHZBNHMEIOBPAE-UHFFFAOYSA-N,COc1ccccc1CN(C(C)=O)c1cnccc1Oc1ccccc1,3,3
DIBGTMXGHUALIU-UHFFFAOYSA-N,COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(N)=O)CC1,3.1,9
DIBOAEDLUWGCBT-UHFFFAOYSA-N,Cc1cc(C(N)=O)ccc1O[C@@H]1C[C@@H]2CC[C@H](C1)N2Cc1ccccc1,2.23,5
DIDVYKHDKJBUNI-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(CCNc2ccc3nnc(-c4ccccc4)n3n2)cc1,2.19,10
DIEJGYBAQUPLIL-UHFFFAOYSA-N,CN[C@@H](C)C(=O)N[C@H](C(=O)N[C@H]1CCN(CCCc2ccccc2)C1)C1CCCCC1,1.9,9
DIFHNJNBZCBMEY-UHFFFAOYSA-N,Cc1cccc(-c2nc3cc(Cl)ccc3[nH]2)n1,4.1,5
DIHAAICMOKNHQT-UHFFFAOYSA-N,O=[N+]([O-])c1cccc(-c2nc(-c3ccccc3)c[nH]2)c1,3.89,2
DIHBKEBFLYESNZ-UHFFFAOYSA-N,Cc1cccc(Oc2cc(CN3CCC[C@H](n4cc(C)c(=O)[nH]c4=O)C3)ccc2C(=O)O)c1,-0.82,2
DILAVBXKBLNCME-UHFFFAOYSA-N,COc1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,3.43,9
DIPLNRQADIPKHH-UHFFFAOYSA-N,CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)c2ccc(C#N)cc2)CC1,2.76,7
DIPLSSSKOMYGTF-UHFFFAOYSA-N,Cc1[nH]c2c(N3CCC(N)CC3)c(C#N)c(C(F)(F)F)nc2c1Cl,1,2
DIPRPJOBKLUDNB-UHFFFAOYSA-N,O=C(O)COc1ccc(C(F)(F)F)cc1-c1ccc(Cl)cc1,0.9,4
DISRGUXSEDBDDN-UHFFFAOYSA-N,COCc1ccc(-c2ccc3ncc(C(N)=O)c(N[C@@H](C)C4CCOCC4)c3c2)cn1,2.5,4
DIVXVZXROTWKIH-UHFFFAOYSA-N,CC(O)(C(=O)c1ccccc1)c1ccccc1,2.92,8
DIWRORZWFLOCLC-UHFFFAOYSA-N,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.38,3
DIXMBHMNEHPFCX-UHFFFAOYSA-N,Cc1nc([C@](C)(O)CO)sc1-c1cnc(N)c(O[C@H](C)c2cc(F)ccc2-n2nccn2)c1,2.9,5
DIXSEWSBXAEKKY-UHFFFAOYSA-N,O=C(NC[C@@H](O)CN1CCC(Oc2ccc(Cl)c(Cl)c2)CC1)c1c[nH]c2ccccc12,3.91,6
DIYAIZWRVOIBCZ-UHFFFAOYSA-N,Cc1nc2ncnn2c(O)c1CCOC(=O)c1ccccc1F,0.99,3
DIYQHXAHSSLPHW-UHFFFAOYSA-N,CCC(CC)NC(=O)c1cnn(-c2ccccc2)c1NS(=O)(=O)C1CCCC1,0.69,2
DJBNUMBKLMJRSA-UHFFFAOYSA-N,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,1.13,4
DJFZOPTYMZKMLN-UHFFFAOYSA-N,CN(C)C(=O)c1ccc(CN2CCc3cc4nc(N)sc4cc3CC2)cc1,1.72,9
DJMUEWMILFUPKL-UHFFFAOYSA-N,CO[C@H]1CN(c2nc(C(=O)N(C)C)c(C(=O)O)s2)CC[C@H]1NC(=O)c1[nH]c(C)c(Cl)c1Cl,-1,4
DJOJRYLDSBEZMU-UHFFFAOYSA-N,O=S(=O)(Nc1cccnc1)c1cccs1,0.54,9
DJQHTHRCUXNHLQ-UHFFFAOYSA-N,Cc1ccc(CC2CCN(c3c(NS(=O)(=O)c4c(C)noc4C)c(=O)c3=O)CC2)cc1,0.5,3
DJRKCQFSAXVEED-UHFFFAOYSA-N,O=S(=O)(Nc1nccs1)c1cc(Cl)ccc1Cl,1.14,8
DJUMIBAWSMGVLY-UHFFFAOYSA-N,CNCC(=O)N[C@H](c1cccc(F)c1N1CCN(C(=O)[C@H](C)Cc2ccc(Cl)cc2)CC1)C(C)C,2.4,9
DJVYXMINSBMUHH-UHFFFAOYSA-N,c1nc(N[C@H]2CC[C@H](N3CCOCC3)CC2)c2c(C3CCOCC3)c[nH]c2n1,1.6,6
DKBVYQIECVHAPR-UHFFFAOYSA-N,N#Cc1ccc2c(c1)NC(=O)C2c1ncnc2cc(OCCCN3CCOCC3)ccc12,2.99,1
DKCLLNCIWCEVCR-UHFFFAOYSA-N,O=c1ccccn1Cc1cccc(Cl)c1,2.09,9
DKEDARRBVROCEZ-UHFFFAOYSA-N,Cc1ccccc1C1CCN(C[C@@H]2CCc3cccnc3C3(C2)OCCO3)CC1,3.1,10
DKFKIHZPQKGGTE-UHFFFAOYSA-N,Cc1noc(CNC(=O)c2ccc(C)c(S(=O)(=O)Nc3ccc(Cl)cc3)c2)n1,3,1
DKGVOSFCHAMVHO-UHFFFAOYSA-N,Cc1cccc2c3c([nH]c12)CCN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)C3,2.99,2
DKJNJGMFODPLQX-UHFFFAOYSA-N,Cc1nn(C)c2cc(N3CCN(C(=O)[C@@H]4CCCC[C@H]4C(=O)NC4(C#N)CC4)[C@H](C)C3)ccc12,2.7,4
DKMGVDMKKDKDPU-UHFFFAOYSA-N,Cc1ncccc1-c1nc2cn(-c3ccc(C#N)cc3)nc2c(=O)n1CC1CCCN(C2COC2)C1,1.2,10
DKNWSYNQZKUICI-UHFFFAOYSA-N,NC12CC3CC(CC(C3)C1)C2,-0.98,3
DKOFLWJJZBRSBW-UHFFFAOYSA-N,O=C(CC12CC3CC(CC(C3)C1)C2)Nc1cccc2ncccc12,3.83,6
DKPRGKDYGLKMLF-UHFFFAOYSA-N,c1ccc2[nH]c(CCCc3nc4ccccc4[nH]3)nc2c1,3.5,6
DKSVBVKHUICELN-UHFFFAOYSA-N,CCOc1noc2cc(OCCC3CCN(c4ccc(C)nn4)CC3)ccc12,4.23,7
DKUKYMJFBPYFSS-UHFFFAOYSA-N,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(N)c1=O)C(=O)C(F)(F)F,1.74,10
DKULZVGJYQHINL-UHFFFAOYSA-N,Cc1cc(-c2ccc(C(=O)[C@@H]3CCCC[C@H]3C(=O)Nc3cnn(C)c3C(=O)NO)cc2)[nH]n1,2.1,9
DKXHSOUZPMHNIZ-UHFFFAOYSA-N,O=C1NCCc2[nH]c(-c3ccncc3)cc21,1.49,4
DKZCNTUIWJUSFA-UHFFFAOYSA-N,Cc1ncsc1CCOCCCS(=O)(=O)CCNCCc1ccc(O)c2nc(O)sc12,1.44,1
DLBKGVUOCQAPRH-UHFFFAOYSA-N,CN1CCN(c2ccc(NC(=O)c3nnc(Nc4ccccc4F)o3)cn2)CC1,2.36,5
DLBNNOCCLOUNNQ-UHFFFAOYSA-N,O=C(N[C@H]1C2CC3CC1C[C@](OC(F)F)(C3)C2)c1ccc(N2C[C@H]3[C@@H](C2)[C@@H]3C(=O)O)nc1SC1CCCC1,3.4,7
DLFAZPBXJQLULP-UHFFFAOYSA-N,COC[C@@H](C1CC1)n1cc(Cl)nc(Nc2cc(C)c(OC)cc2C)c1=O,4.4,10
DLGAGPFJWVXJOR-UHFFFAOYSA-N,CCN1CCN(c2cc3[nH]c(S[C@]4(C)CC[C@@H](c5nnnn5C)CC4)nc3cc2Cl)CC1,2.3,3
DLHJWVOSADZOLP-UHFFFAOYSA-N,CC(C)C(NC(=O)Cn1c(-c2ccccc2)ccc(NC(=O)CN2CCOCC2)c1=O)C(=O)C(F)(F)F,2,10
